ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SCUOLABUS,TRASPORTIPUBBLICIURBANI,TRASPORTIPUBBLICIINTERURBANI,TRASPORTIFERROVIARI,MEZZIPRIVATI,TRASPORTODISABILI,PISTACICLABILE,ALTRO
202021,PEIC823001,0680280203,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,RCAA85002Q,0800610171,SI,NO,SI,NO,SI,SI,NO,-
202021,VAAA85301P,0120340020,NO,NO,SI,NO,SI,NO,NO,-
202021,RMAA8FS014,0580910100,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,BSEE84001T,0170590054,SI,NO,SI,SI,NO,SI,NON DEFINITO,-
202021,BAMM80601Q,0720060330,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,CTAA86707V,0870150107,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,MEAA06002P,0830893601,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,MITF290008,0151460100,SI,SI,NO,NO,SI,SI,NO,-
202021,NAAA515011,0630760484,SI,NO,NO,SI,SI,SI,NON DEFINITO,-
202021,TATD03601N,0730130324,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,CEAA87401D,0610771006,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,TOAA87602E,0012720113,SI,SI,NO,NO,SI,SI,NO,-
202021,CNEE819034,0041050002,SI,NO,SI,NO,SI,SI,NO,-
202021,PSEE823049,0410690261,SI,SI,SI,NO,NO,NO,NON DEFINITO,-
202021,SRAA81201L,0890174974,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,RGAA80102A,0880070630,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,MCRI009015,0430230612,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,FGAA827033,0710280886,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,MBIC86300B,1080400002,SI,SI,SI,SI,SI,NO,NON DEFINITO,-
202021,VIAA850011,0240670917,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,CLEE001006,0850044969,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,SSEE84809C,0900050370,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,CSTF068015,0780251045,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,SVAA82103P,0090560002,SI,SI,NO,NO,SI,SI,NO,-
202021,PIAA82702D,0500320001,SI,NO,NO,NO,SI,SI,NO,-
202021,VVEE024018,1020470437,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,CRMM804024,0191100035,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,FIEE85602X,0480170041,NO,SI,SI,NO,SI,NO,NO,-
202021,RMIS08800G,0580793828,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,FRAA82304T,0600220032,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,CHAA812064,0690740313,SI,NO,SI,NO,SI,SI,NO,-
202021,SVAA81303Q,0090220087,SI,SI,SI,SI,SI,SI,NO,-
202021,RMEE893022,0580960524,SI,NO,SI,NO,SI,NO,NO,-
202021,BGIC846006,0160960521,SI,SI,NO,NO,SI,SI,SI,-
202021,BIIC81300G,0960040021,SI,SI,SI,NO,SI,SI,SI,-
202021,PGAA03607T,0540242631,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,MBMM83901G,1080081161,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,VEEE847013,0270423491,SI,SI,NO,NO,SI,SI,NO,-
202021,IMMM81801B,0080650144,SI,SI,SI,SI,SI,SI,NO,-
202021,FGAA00803P,0710240191,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,RCIC86900V,0800631111,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,KRTL00951N,1010101121,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,SREE810038,0890174806,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,PDPC001011,0280604198,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,RMAA8EW01R,0580910099,NO,SI,SI,NO,SI,SI,NON DEFINITO,servizio trasporto bambini nomadi
202021,MBAA8GC02X,1080270333,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,VRCT707003,0230913589,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,CEMM81201A,0610570504,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,SREE823018,0890064413,SI,SI,NO,NO,SI,NO,NO,-
202021,VTMM801031,0560310197,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,ARTF01201X,0510040001,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,SAEE809021,0650210002,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,PZMM858043,0760720160,SI,NO,NO,NO,SI,NO,NO,-
202021,FIEE820058,0480460004,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,BGEE8AD01R,0162190086,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,AVTD023019,0640051883,NO,SI,SI,NO,NO,SI,NON DEFINITO,-
202021,RMEE8AP021,0580880789,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,SAEE01402D,0650130600,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,CHRC011019,0690460800,SI,SI,SI,NO,SI,SI,NO,-
202021,RMIC8CT007,0580910450,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,BGEE868015,0160640333,SI,NO,SI,NO,SI,SI,NO,-
202021,MEEE837062,0830613635,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,MBTF104015,1080330008,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,PGEE869013,0540391032,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,PAEE8AS027,0820534165,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,FREE86103R,0600850245,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,TOEE85502P,0011920003,SI,NO,NO,NO,SI,NO,NO,-
202021,APEE839047,1090370620,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,GEEE84307X,0100410251,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,TOPS03101N,0012650018,NO,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,TOEE84304E,0011400001,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,ANMM84501Q,0420170352,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,CRAA80505V,0190190074,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,BAIC85800B,0720360614,SI,NO,SI,SI,SI,NO,NON DEFINITO,-
202021,RMEE8AK03A,0580751215,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,CBMM828036,0700670124,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,CHEE84305X,0690360904,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,RMTF05101D,0581031576,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,SAEE81505B,0650290003,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PVMM81802C,0181601577,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,PIAA829058,0500340001,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,UDEE823053,0301100001,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,AVIS01600X,0640051390,NO,NO,SI,NO,NO,NO,NON DEFINITO,-
202021,PAAA05706R,0820092674,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,AGMM82901L,0840111104,SI,SI,NO,SI,SI,SI,NON DEFINITO,-
202021,PGTF010005,0540390659,NO,SI,SI,SI,SI,NO,NO,-
202021,UDAA841017,0301290016,NO,SI,NO,NO,NO,SI,NO,-
202021,TVIC86000B,0260740796,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PSAA82602D,0410410107,SI,NO,SI,NO,SI,SI,NO,-
202021,MCAA824018,0430540188,SI,SI,SI,NO,SI,NO,NO,-
202021,PZAA83102R,0760380197,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,CZEE836042,0790270743,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,CHEE82703X,0690350242,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,LTEE85001X,0590111800,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,CSIS07700B,0781191084,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,NAEE33501N,0630790006,SI,NO,NO,SI,SI,NO,NON DEFINITO,-
202021,VRAA8AC01A,0230711132,SI,NO,SI,NO,SI,SI,NO,-
202021,MIPS039018,0151461469,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,CSEE86805P,0780910628,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,BAAA120072,0720270169,SI,SI,SI,NO,SI,SI,NO,-
202021,TAAA86601X,0730270028,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,NAEE83303C,0630491867,SI,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,CTMM85901T,0870540701,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,LTEE83602P,0590190250,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,CTPS03000P,0870333008,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,AO1E009030,0070307200,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,SAAA8A206Q,0650431666,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,VRAA857036,0230842243,SI,NO,SI,SI,SI,NO,NON DEFINITO,-
202021,SOEE80504P,0140540002,SI,NO,NO,SI,SI,NO,NON DEFINITO,-
202021,AVIC851003,0640281205,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,LEEE82702N,0750360313,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,CAEE840037,1110471815,SI,NO,NO,NO,NO,NO,NO,-
202021,APEE81003E,1090060152,SI,SI,NO,NO,SI,SI,NO,-
202021,FRTF003019,0600030570,SI,SI,SI,NO,SI,SI,NO,-
202021,PEMM836014,0680280205,SI,SI,SI,SI,SI,NO,NON DEFINITO,-
202021,VTAA809019,0560150038,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,TREE82102P,0550080165,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,FRRC00801V,0600381004,NO,SI,SI,NO,SI,NO,NO,-
202021,SAEE8BQ019,0650980002,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,TOEE8CD01L,0012720151,SI,SI,NO,NO,SI,SI,NO,-
202021,PDEE890017,0280603646,NO,SI,SI,NO,SI,NO,SI,-
202021,TORC02601P,0010980011,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,CTTD04902N,0870182932,NO,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,NAMM005005,0630492100,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,AGAA82903E,0840111100,SI,SI,NO,SI,SI,SI,NON DEFINITO,-
202021,BAEE16300T,0720410477,SI,SI,NO,NO,SI,SI,NO,-
202021,MIRC058016,0151460101,NO,SI,NO,NO,SI,SI,NO,-
202021,NAIC8BQ00R,0630491800,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,AGMM805025,0840393426,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,TOAA84202B,0010250005,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,AREE84001D,0510340011,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,TAPS070008,0730081801,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,LOIC80900D,0980101192,SI,SI,SI,NO,SI,SI,SI,-
202021,CTEE8AQ05R,0870481921,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,NAIS09100C,0630600057,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,AGEE805015,0840393425,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,TEEE83304B,0670410014,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,UDMM83201L,0300440004,SI,SI,SI,NO,SI,NO,NO,-
202021,PNMM81201B,0930270005,SI,NO,SI,NO,SI,SI,SI,-
202021,CTRH03000C,0870151533,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,MISL020003,0151462106,NO,SI,NO,NO,NO,NO,NO,-
202021,CTTA03801Q,0870152865,NO,SI,NO,SI,NO,NO,NON DEFINITO,-
202021,IMEE81101N,0080310060,SI,SI,SI,NO,SI,SI,NO,-
202021,KRMM81001L,1010101458,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,RMPS05701A,0580291721,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,RCEE871022,0800631095,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,FOMM805016,0400130215,SI,NO,NO,NO,SI,SI,SI,-
202021,LOEE81001Q,0980420764,SI,SI,SI,SI,SI,SI,SI,-
202021,TPAA81102N,0810012568,SI,SI,NO,NO,SI,NO,SI,-
202021,NAEE8C4027,0630840005,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,MEIS00200X,0830493259,NO,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,LIPS030007,0490090045,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PEAA819016,0680100053,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,SSTD01654D,0900710738,SI,SI,NO,NO,SI,NO,NO,-
202021,VERH03000V,0270123842,NO,NO,NO,NO,SI,NO,NO,-
202021,NAEE8BD04P,0630490043,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,RAMM817012,0390100187,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,BSEE85501G,0170750985,NO,SI,SI,NO,NO,SI,NON DEFINITO,-
202021,PNAA82202V,0930320008,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,SSRA00302N,0900560685,SI,SI,SI,NO,SI,SI,NO,-
202021,MIAA8FR01A,0151300063,NO,SI,SI,NO,SI,NO,NO,-
202021,SOTD070002,0140610211,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,REEE821015,0350380182,SI,NO,SI,SI,SI,SI,NON DEFINITO,-
202021,ARAA825016,0510050004,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,MIEE860015,0150100886,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,FGIS00800V,0710240463,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,ARAA825049,0510050002,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,PNEE83402A,0930370002,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,PZMM81702P,0760790316,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,BOIC882007,0370540285,SI,SI,NO,NO,SI,SI,SI,-
202021,VAEE840041,0120330096,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,VCEE817023,0021560003,SI,NO,SI,NO,SI,SI,NO,-
202021,AGMM819023,0840321043,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,MIEE8D902B,0151182697,NO,SI,SI,NO,SI,NO,SI,-
202021,FIMM85701N,0480170371,SI,SI,SI,NO,SI,SI,NO,-
202021,TPEE00300V,0810213097,SI,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,SATA06701T,0650500515,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,BARC03601N,1100031671,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,LIAA06104A,0490010002,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,FREE83008A,0600450426,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,SRTD023501,0890024203,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,FIPS02601G,0480040008,SI,NO,SI,SI,SI,NO,NO,-
202021,CSEE85107B,0780940881,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,IMEE815033,0080550096,SI,SI,SI,NO,SI,NO,SI,-
202021,CTEE88301Q,0870291081,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,LEIC888002,0750290308,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,GEEE818033,0100270213,NO,NO,NO,SI,SI,SI,NO,-
202021,BSMM894015,0171370943,SI,NO,SI,NO,SI,NO,NO,-
202021,TOMM8A801N,0012190034,SI,SI,SI,NO,SI,SI,NO,-
202021,RMVC03000D,0580910709,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,ORAA803066,0950170670,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,SAAA102041,0650880002,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PAMM839037,0820461973,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,NAEE8GB011,0630492101,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,APAA810017,1090060033,SI,SI,NO,NO,SI,SI,NO,-
202021,FRAA843087,0600910104,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,BGTF010003,0160242487,SI,SI,SI,NO,SI,SI,NO,-
202021,BSEE857017,0171650001,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PNAA826015,0930440001,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,FOIC80800L,0400050353,NO,NO,SI,NO,SI,NO,SI,-
202021,BLEE809043,0250743433,SI,NO,SI,NO,SI,SI,NO,-
202021,CEAA89504N,0610230001,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,REPC030008,0350330263,NO,SI,SI,NO,SI,SI,NO,-
202021,TVMM868013,0260553068,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,APAA825044,1090130051,SI,SI,NO,NO,SI,NO,NO,-
202021,BNAA826013,0620640001,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,BLMM80901V,0250743435,SI,NO,SI,NO,SI,NO,NO,-
202021,CEAA868027,0610330708,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,SAAA89103N,0651160023,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,FIRI017012,0480170659,NO,NO,SI,SI,SI,NO,NO,-
202021,PSIC81100T,0410230286,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,MOEE80701D,0360431234,SI,NO,SI,NO,SI,SI,NO,-
202021,LUEE82002L,0460335028,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,VAMM83502A,0121240809,SI,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,PSEE03904X,0410130540,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,AQSD01201N,0660060344,NO,SI,SI,NO,SI,NO,NO,-
202021,BNEE857032,0620580053,SI,SI,SI,NO,NO,NO,NON DEFINITO,-
202021,RMAA8CZ013,0580910457,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PSEE832022,0410290206,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,LEMM88001C,0750610532,SI,NO,SI,NO,NO,NO,NON DEFINITO,-
202021,RMMM86701B,0580910101,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,FGAA85807V,0710160170,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,SAAA16116A,0651371441,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,CNPS05000D,0040290020,SI,SI,SI,SI,SI,SI,SI,-
202021,LCEE815015,0970261740,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,CNMM848011,0040780042,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,VEAA87302B,0270423476,SI,SI,NO,NO,SI,SI,NO,-
202021,RIEE81804Q,0570080099,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,PDMM87901B,0280603956,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,TEAA84505D,0670410006,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,BRMM83201A,0740080246,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,CSMM8AJ01N,0780170798,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,BGMM868014,0161870579,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,TOEE8AD01B,0011940006,SI,NO,SI,NO,SI,SI,NO,-
202021,BSEE8AA02V,0170670635,SI,SI,NO,NO,NO,NO,NON DEFINITO,-
202021,RMEE88301A,0580291193,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,BGIC86900V,0161880583,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,RERH008011,0350330351,NO,SI,NO,NO,SI,SI,NO,-
202021,REMM82901P,0350350239,NO,NO,NO,NO,SI,NO,SI,-
202021,PAPC01000V,0820065073,NO,SI,SI,NO,SI,SI,NO,-
202021,UDEE84603N,0301200003,SI,NO,NO,NO,SI,NO,NON DEFINITO,pedibus
202021,MEAA88702N,0830483180,SI,SI,NO,NO,SI,SI,NO,-
202021,CAEE84801Q,1110971082,NO,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,CSAA892049,0780251001,SI,NO,SI,SI,SI,NO,NON DEFINITO,-
202021,CSAA88301B,0780030026,NO,NO,NO,NO,SI,SI,NO,-
202021,BLEE824012,0250391727,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,PSIC81800L,0410440267,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,CBAA82801X,0700840410,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,LEIS02900A,0750221272,NO,NO,SI,NO,SI,NO,NON DEFINITO,-
202021,MIMM837013,0150622024,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,SREE85502R,0890144929,NO,NO,NO,NO,SI,NO,NO,-
202021,LOAA81704C,0980260136,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,ENEE80603Q,0860072918,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,PNEE80803V,0930040002,SI,NO,SI,NO,SI,NO,NO,-
202021,CTIC8AB00G,0870151436,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,VEEE855012,0270060603,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,LCEE824065,0970421799,NO,SI,SI,NO,SI,NO,NON DEFINITO,piedibus
202021,PSTD003019,0410130325,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,MITF077015,0151461632,NO,SI,NO,NO,SI,NO,NO,-
202021,NAAA17204R,0630620489,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,NUMM871018,0910170284,SI,NO,SI,NO,SI,SI,NO,-
202021,PDMM846014,0280162926,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,TPAA00409V,0810213606,SI,SI,NO,NO,SI,NO,NO,-
202021,TOEE87003T,0011150004,SI,SI,NO,NO,SI,SI,SI,-
202021,NUAA835055,0910250004,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,CAAA85401T,0920090002,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,ENMM110005,0860122754,SI,NO,NO,NO,SI,SI,NO,-
202021,PDIS009008,0280564268,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,FGEE099004,1100100869,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,IMAA80802N,0080080019,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,PZMM86901A,0760360408,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,CEPC03301T,0610830023,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,RCPS010001,0800630729,NO,SI,SI,SI,SI,NO,NON DEFINITO,-
202021,TOEE84701P,0012990002,SI,NO,NO,NO,SI,NO,NO,-
202021,MERA023011,0830663277,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,RMIS08900B,0580911537,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,GRPC009017,0530180011,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,CAEE89302P,0920090404,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,PEAA82501D,0680270081,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,BSIS01300G,0171250006,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,CAAA81701V,1110090302,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,FGAA871068,1100072206,SI,NO,NO,NO,SI,SI,NO,-
202021,TREE803025,0550120191,SI,SI,SI,NO,SI,SI,NO,-
202021,VIEE880012,0241113381,SI,SI,SI,NO,SI,NO,SI,-
202021,TOAA828014,0011040001,NO,NO,NO,NO,SI,SI,NO,-
202021,CTEE8AB01N,0870151436,NO,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,PDEE89303R,0280372626,SI,NO,SI,NO,SI,NO,SI,-
202021,FGPM03000E,0710240506,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,AGRH01201E,0840414611,NO,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,BAAA817012,0720060343,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,SOAA80505E,0140180001,NO,NO,SI,SI,SI,NO,NON DEFINITO,-
202021,RMMM8E301D,0580911747,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,BOMM854014,0370060329,NO,SI,NO,NO,SI,SI,NO,-
202021,VBAA809028,1030350004,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,BAMM88001N,0720200577,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,CORC010008,0130750542,SI,SI,SI,NO,SI,SI,NO,-
202021,BOEE818023,0370060135,NO,SI,SI,SI,SI,SI,NO,-
202021,MOIC832004,0360130168,SI,SI,SI,NO,SI,SI,NO,-
202021,AREE83603X,0510020019,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,COIC824004,0131180478,SI,NO,SI,SI,SI,NO,NO,-
202021,RMIC85900B,0580910431,SI,SI,NO,SI,SI,SI,NON DEFINITO,-
202021,NAEE8GT03V,0630491646,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
202021,RMRV08951E,0580911537,NO,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,RMAA841013,0580913412,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,PDTD02801X,0280604187,NO,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,MBAA83101R,1080110244,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,BOEE80904A,0370120209,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,SAIC8A300D,0650370913,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,PAEE812027,0820304039,SI,NO,NO,NO,SI,NO,NO,-
202021,PIAA83802X,0500290400,SI,SI,NO,NO,SI,NO,NON DEFINITO,-
202021,NAEE8CT01A,0630560005,SI,SI,SI,SI,SI,SI,NON DEFINITO,-
202021,CSEE89801A,0780451371,NO,NO,NO,NO,NO,NO,NON DEFINITO,-
202021,VATA00801X,0121230410,NO,NO,SI,SI,SI,NO,NON DEFINITO,-
202021,TOCT71200E,0011940014,SI,NO,NO,NO,SI,NO,NO,-
202021,NUMM85403L,0910670096,SI,SI,SI,NO,SI,NO,NON DEFINITO,-
202021,RCAA81512X,0800260320,SI,NO,NO,NO,SI,NO,NON DEFINITO,-
202021,RGMM825012,0880063875,SI,SI,NO,NO,SI,SI,NON DEFINITO,-
202021,GRRI001509,0530090301,NO,SI,NO,NO,SI,NO,NO,-
202021,TOEE8BT08D,0012460003,SI,NO,SI,NO,SI,SI,NON DEFINITO,-
202021,SOEE809053,0140040303,SI,NO,NO,NO,SI,SI,NON DEFINITO,-
202021,CTAA8AZ05B,0870172085,SI,SI,SI,NO,SI,SI,NON DEFINITO,-
